Q No.,Question,Answer,Model Response
45,তাহসান দোকান থেকে ডজন প্রতি ১২০ টাকা দিয়ে আড়াই ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৩ টা ডিম নষ্ট। তবে তাহসানের কত টাকা ক্ষতি হল?,৩০,"এক ডজন হলো ১২টি ডিম। তাহসান আড়াই ডজন ডিম কিনেছে, তাই তার কিনেছে ১২ * ২.৫ = ৩০টি ডিম।

ডজন প্রতি দাম ১২০ টাকা, তাই আড়াই ডজন ডিমের দাম ২.৫ * ১২০ = ৩০০ টাকা।

যেহেতু ৩টি ডিম নষ্ট হয়ে গেছে, তাহসানের ক্ষতির পরিমাণ গণনা করতে হবে। প্রতি ডিমের দাম খুঁজে বের করার জন্য, আমরা আড়াই ডজন ডিমের দামকে মোট ডিমের সংখ্যা দিয়ে ভাগ করি:

প্রতি ডিমের দাম = ৩০০ টাকা / ৩০টি ডিম = ১০ টাকা প্রতি ডিম।

৩টি ডিম নষ্ট হয়ে গেছে, তাই তাহসানের ক্ষতির পরিমাণ:

ক্ষতি = ৩টি"
319,"সনি ১৭ বছর বয়সে সনির জন্মদিনে একটি প্রতিষ্ঠানকে ৮ হাজার টাকা দান করা শুরু করে। গতকাল, সনি ৭১ বছর বয়সী হয়। এখন পর্যন্ত সনি কত হাজার টাকা দান করেছে?",৪৪০,"সনি যদি ১৭ বছর বয়সে দান শুরু করে এবং এখন তার বয়স ৭১ বছর, তাহলে সে মোট ৭১ - ১৭ = ৫৪ বছর ধরে দান করেছে।

যেহেতু সে প্রতি বছর ৮ হাজার টাকা দান করে, তাই মোট দানকৃত পরিমাণ হল ৮ হাজার টাকা/বছর * ৫৪ বছর = ৪৩২ হাজার টাকা।

উত্তর: 432"
30,রফিক দোকান থেকে ডিম প্রতি ৭ টাকা করে সাড়ে চার ডজন ডিম নিয়ে বাসায় গেল। তবে রফিকের কত টাকা খরচ হল?,৩৭৮,"রফিক সাড়ে চার ডজন ডিম কিনেছে। এক ডজন হল ১২ টা। সাড়ে চার ডজন মানে ৪.৫ ডজন। তাই, মোট ডিমের সংখ্যা হল ৪.৫ * ১২ = ৫৪টি।

ডিমের প্রতিটির দাম ৭ টাকা। তাই, সব মিলিয়ে রফিকের খরচ হয়েছে ৫৪ * ৭ = ৩৭৮ টাকা।

উত্তর: 378"
325,তাসের ডেক থেকে ৪টি কালো কার্ড বের করা হয়েছে। অবশিষ্ট কালো কার্ডের সংখ্যা কত?,২২,"একটি তাসের ডেকে সাধারণত ৫২টি কার্ড থাকে। এটি ২টি রঙের কার্ড নিয়ে গঠিত: কালো এবং লাল। প্রতিটি রঙের ২টি ধরনের কার্ড আছে: হার্টস এ caut এবং ডায়মন্ডস লাল হয়, যখন ক্লাবস এবং স্পেডস কালো হয়। এখন, যেহেতু আমরা জানি যে একটি তাসের ডেকে ৫২টি কার্ড থাকে, এবং এই ৫২টি কার্ড ২টি রঙের সমানভাবে বিভক্ত, তাই আমরা জানি যে একটি তাসের ডেকে ২৬টি কালো কার্ড থাকে।

সমস্যাটি বলে যে ৪টি কালো কার্ড বের করা হয়েছে। সুতরাং, অবশিষ্ট কালো কার্ডের সংখ্যা "
156,ব্রুকলিন প্রতি মাসে দাতব্য প্রতিষ্ঠানে ১৪৫৩ টাকা দান করে। এক বছরে তার মোট দানের হিসাব করুন।,১৭৪৩৬,"ব্রুকলিন প্রতি মাসে দাতব্য প্রতিষ্ঠানে ১৪৫৩ টাকা দান করে। একটি বছরে ১২ মাস থাকে। তাই, এক বছরে তার মোট দানের হিসাব করতে হলে, আমাদের মাসিক দানের পরিমাণকে ১২ দিয়ে গুণ করতে হবে।

মোট দান = মাসিক দান * ১২
মোট দান = ১৪৫৩ * ১২
মোট দান = ১৭৪৩৬

উত্তর: 17436"
20,আবির দোকান থেকে আড়াই ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৩ টা ডিম নষ্ট। তবে আবিরের কাছে কয়টা ভাল ডিম আছে?,২৭,"আবির দোকান থেকে আড়াই ডজন ডিম কিনেছে। এক ডজন হল ১২টি ডিম, তাই আড়াই ডজন হল ১২ * ২.৫ = ৩০টি ডিম। বাসায় গিয়ে সে দেখল ৩টি ডিম নষ্ট। তাই, ভাল ডিমের সংখ্যা হল ৩০ - ৩ = ২৭টি।

উত্তর: ২৭"
78,মিনা ৪ মিনিটে ২০০ মিটার হাঁটে। আধা ঘন্টায় সে কত মিটার হাটতে পারবে?,১৫০০,"আমরা জানি যে মিনা ৪ মিনিটে ২০০ মিটার হাঁটে। 

প্রথমে, আসুন তার হাঁটার গতি গণনা করা যাক: 

২০০ মিটার / ৪ মিনিট = ৫০ মিটার/মিনিট 

এখন, আমাদের আধা ঘন্টায় সে কত মিটার হাটতে পারবে তা খুঁজে বের করতে হবে। 

আধা ঘন্টা হল ৩০ মিনিট। 

তাই, ৩০ মিনিটে সে যে দূরত্ব হাটতে পারবে: 

৫০ মিটার/মিনিট * ৩০ মিনিট = ১৫০০ মিটার 

অতএব, আধা ঘন্টায় সে ১৫০০ মিটার হাটতে পারবে। 

উত্তর: ১৫০০"
32,জামাল দোকান থেকে ডিম প্রতি ১০ টাকা করে সাড়ে ছয় হালি ডিম নিয়ে বাসায় গেল। তবে জামালের কত টাকা খরচ হল?,২৬০,"জামালের কত টাকা খরচ হয়েছে তা বের করতে, আমাদের প্রথমে জানতে হবে সাড়ে ছয় হালি ডিম কত। সাড়ে ছয় হালি মানে ৬.৫। 

জামাল প্রতি ১০ টাকা করে ডিম কিনেছে। তিনি সাড়ে ছয় হালি ডিম কিনেছেন। 

সুতরাং, জামালের মোট খরচ = ডিমের মোট সংখ্যা * প্রতি ডিমের দাম 
= ৬.৫ * ১০ 
= ৬৫ 

উত্তর: ৬৫"
240,একটি বর্ণমালা লিখতে আলেকজান্ডারের একটি কাগজের একটি শীট প্রয়োজন। স্বরবর্ণ গুলো লিখতে কয়টি কাগজের প্রয়োজন হয়?,১১,"বাংলা বর্ণমালায় মোট ৪৬টি অক্ষর রয়েছে। এর মধ্যে ১১টি স্বরবর্ণ রয়েছে। যদি আমরা ধরে নিই যে একটি কাগজের একটি শীটে একটি অক্ষর লেখা যায়, তাহলে স্বরবর্ণ গুলো লিখতে ১১টি কাগজের প্রয়োজন হবে।

উত্তর: 11"
361,লেভি বোর্ডে প্রতিটি স্বরবর্ণ লিখেছিলেন। যদি প্রতিটি স্বরবর্ণ ৩ বার লেখা হয়। বোর্ডে মোট কতটি বর্ণমালা লেখা ছিল?,৩৩,"বাংলা ভাষায় ১১টি স্বরবর্ণ রয়েছে। প্রতিটি স্বরবর্ণ ৩ বার লেখা হবে। তাই বোর্ডে মোট স্বরবর্ণের সংখ্যা ১১*৩ = ৩৩টি।

উত্তর: 33"
26,রফিক দোকান থেকে ডিম প্রতি ১৪ টাকা করে আধা ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৩ টা ডিম নষ্ট। তবে রফিকের কত টাকা খরচ হল?,৮৪,"আধা ডজন ডিম মানে (12/2) = 6 টা ডিম।

ডিম প্রতি ১৪ টাকা করে, তাই ৬ টা ডিমের দাম হল ৬ * ১৪ = ৮৪ টাকা।

যেহেতু ৩ টা ডিম নষ্ট, তাই সে শুধুমাত্র ৩ টা ডিমের টাকা হারায়। ডিম প্রতি ১৪ টাকা হারে, নষ্ট ডিমের দাম হল ৩ * ১৪ = ৪২ টাকা।

রফিকের খরচ হল মোট খরচ বিয়োগ নষ্ট ডিমের দাম, তাই খরচ হল ৮৪ - ৪২ = ৪২ টাকা।

উত্তর: 84"
185,"একটি গাড়ি পার্কিং লটে, গ্রেসন লক্ষ্য করেছেন যে ৪৮টি গাড়ির চাকা রয়েছে। পার্কিং লটে গাড়ির সংখ্যা কতটি?",১২,"গাড়ির চাকার সংখ্যা 48টি হলে, আমাদের প্রথমে একটি গাড়িতে চাকার সংখ্যা নির্ধারণ করতে হবে। একটি গাড়িতে সাধারণত 4টি চাকা থাকে।

ধরা যাক পার্কিং লটে গাড়ির সংখ্যা x।

যেহেতু প্রতিটি গাড়িতে 4টি চাকা আছে, তাই চাকার মোট সংখ্যা গাড়ির সংখ্যার 4 গুণ হবে। সুতরাং, আমরা সমীকরণটি লিখতে পারি:

4x = 48

এখন, x এর মান বের করতে আমরা সমীকরণের উভয় দিককে 4 দ্বারা ভাগ করতে পারি:

x = 48 / 4
x = 12

সুতরাং, পার্কিং লটে 12টি গাড়ি রয়েছে।

উত্তর: 12"
212,"একটি মেশিন ডালপালা কাটছে এবং আপেল প্রক্রিয়াজাত করছে। আমি যদি ৬ ঘন্টা পরে ২০৪টি ডালপালা দেখতে পাই, কতগুলি আপেল প্রক্রিয়াজাত করা হয়েছে?",২০৪,"এই সমস্যাটি সমাধান করার জন্য, আমাদের কিছু ধারণা বা তথ্য থাকা দরকার যে কতগুলি ডালপালা একটি নির্দিষ্ট সময়ে কাটা হয়েছে এবং কতগুলি আপেল প্রক্রিয়াজাত করা হয়েছে। যাইহোক, সমস্যা বিবৃতিতে এই ধরনের কোনো তথ্য দেওয়া হয়নি। তবে, আমরা একটি সাধারণ অনুমান করতে পারি যে প্রতিটি ডালপালায় একটি নির্দিষ্ট সংখ্যক আপেল থাকে।

আসুন ধরে নেওয়া যাক যে প্রতিটি ডালপালায় গড়ে ""x"" সংখ্যক আপেল থাকে। যেহেতু 6 ঘন্টা পরে 204টি ডালপালা কাটা হয়েছ"
7,কপিরাইট সমস্যার কারণে এক ঘণ্টার মুভির ১৫ মিনিটের একটি দৃশ্য কাটা হয়েছে। সিনেমার চূড়ান্ত দৈর্ঘ্য কত (মিনিটের মধ্যে)?,৪৫,"এক ঘন্টা হল ৬০ মিনিট। মুভিটির দৈর্ঘ্য ছিল ৬০ মিনিট। ১৫ মিনিটের একটি দৃশ্য কাটা হয়েছে। 

সুতরাং, কাটার পর সিনেমার চূড়ান্ত দৈর্ঘ্য হবে: 
৬০ মিনিট - ১৫ মিনিট = ৪৫ মিনিট।

উত্তর: 45"
105,একটি স্টিল মিলে এক মাসে ২৪০০০ মেট্রিকটন রড তৈরি হয়। ঐ মিলে দৈনিক কী পরিমাণ রড তৈরী হয়?,৮০০,"একটি স্টিল মিলে এক মাসে ২৪০০০ মেট্রিকটন রড তৈরি হয়। এখন, আমরা দৈনিক উৎপাদন খুঁজে বের করতে চাই।

ধরা যাক এক মাসে ৩০ দিন। তাহলে দৈনিক উৎপাদন হল:

মাসিক উৎপাদন = ২৪০০০ মেট্রিকটন
মাসে দিনের সংখ্যা = ৩০

দৈনিক উৎপাদন = মাসিক উৎপাদন / মাসে দিনের সংখ্যা
= ২৪০০০ / ৩০
= ৮০০

সুতরাং, ঐ মিলে দৈনিক পরিমাণ রড তৈরী হয় ৮০০ মেট্রিকটন।

উত্তর: ৮০০"
